,Geolocation,Date,polarity
343,"OSMANİYE,Turkey",2017-12-31 23:45:27+00:00,0.0
344,"OSMANİYE,Turkey",2017-12-31 23:46:40+00:00,1.0
345,"OSMANİYE,Turkey",2017-12-31 23:49:55+00:00,1.0
346,"OSMANİYE,Turkey",2017-12-31 23:50:06+00:00,-1.0
347,"OSMANİYE,Turkey",2017-12-31 23:50:12+00:00,1.0
348,"OSMANİYE,Turkey",2017-12-31 23:50:14+00:00,1.0
349,"OSMANİYE,Turkey",2017-12-31 23:53:47+00:00,-1.0
350,"OSMANİYE,Turkey",2017-12-31 23:59:03+00:00,1.0
351,"OSMANİYE,Turkey",2018-01-31 23:37:36+00:00,1.0
352,"OSMANİYE,Turkey",2018-01-31 23:38:01+00:00,1.0
353,"OSMANİYE,Turkey",2018-01-31 23:38:44+00:00,1.0
354,"OSMANİYE,Turkey",2018-01-31 23:39:49+00:00,-1.0
355,"OSMANİYE,Turkey",2018-01-31 23:40:12+00:00,1.0
356,"OSMANİYE,Turkey",2018-01-31 23:40:16+00:00,-1.0
357,"OSMANİYE,Turkey",2018-01-31 23:40:59+00:00,1.0
358,"OSMANİYE,Turkey",2018-01-31 23:43:28+00:00,1.0
359,"OSMANİYE,Turkey",2018-01-31 23:44:30+00:00,0.0
360,"OSMANİYE,Turkey",2018-01-31 23:44:37+00:00,-1.0
361,"OSMANİYE,Turkey",2018-01-31 23:45:03+00:00,1.0
362,"OSMANİYE,Turkey",2018-01-31 23:45:09+00:00,1.0
363,"OSMANİYE,Turkey",2018-01-31 23:45:14+00:00,1.0
364,"OSMANİYE,Turkey",2018-01-31 23:45:25+00:00,-1.0
365,"OSMANİYE,Turkey",2018-01-31 23:46:04+00:00,-1.0
366,"OSMANİYE,Turkey",2018-01-31 23:46:31+00:00,-2.0
367,"OSMANİYE,Turkey",2018-01-31 23:49:32+00:00,1.0
368,"OSMANİYE,Turkey",2018-01-31 23:50:11+00:00,1.0
369,"OSMANİYE,Turkey",2018-01-31 23:50:19+00:00,2.0
370,"OSMANİYE,Turkey",2018-01-31 23:51:06+00:00,-1.0
