||Erkek ve 0-4|Erkek ve 10-14|Erkek ve 15-19|Erkek ve 20-24|Erkek ve 25-29|Erkek ve 30-34|Erkek ve 35-39|Erkek ve 40-44|Erkek ve 45-49|Erkek ve 50-54|Erkek ve 55-59|Erkek ve 5-9|Erkek ve 60-64|Erkek ve 65-69|Erkek ve 70-74|Erkek ve 75-79|Erkek ve 80-84|Erkek ve 85-89|Erkek ve 90+|Kadın ve 0-4|Kadın ve 10-14|Kadın ve 15-19|Kadın ve 20-24|Kadın ve 25-29|Kadın ve 30-34|Kadın ve 35-39|Kadın ve 40-44|Kadın ve 45-49|Kadın ve 50-54|Kadın ve 55-59|Kadın ve 5-9|Kadın ve 60-64|Kadın ve 65-69|Kadın ve 70-74|Kadın ve 75-79|Kadın ve 80-84|Kadın ve 85-89|Kadın ve 90+|
|Isparta-32|13541.0|14769.0|18131.0|22028.0|15135.0|15080.0|15888.0|15235.0|14175.0|13229.0|13096.0|13969.0|11335.0|9212.0|5968.0|4102.0|2531.0|1838.0|419.0|12578.0|13884.0|18083.0|20850.0|13685.0|14414.0|15775.0|15041.0|14525.0|13524.0|13822.0|13188.0|12337.0|9960.0|7439.0|5343.0|3639.0|2766.0|878.0|
|İstanbul-34|591648.0|554711.0|560454.0|585938.0|635247.0|680311.0|712550.0|623215.0|544510.0|442343.0|354192.0|566145.0|262447.0|177818.0|113954.0|68448.0|39266.0|22292.0|6742.0|561003.0|523264.0|524788.0|589280.0|636190.0|674342.0|702529.0|610848.0|529749.0|429757.0|353072.0|535189.0|277457.0|202611.0|145195.0|100076.0|66374.0|43348.0|20421.0|
|İzmir-35|140592.0|138582.0|140414.0|161602.0|163896.0|170908.0|184165.0|171209.0|154598.0|141252.0|130415.0|138974.0|109336.0|82143.0|56528.0|34438.0|19959.0|10392.0|3182.0|133130.0|130671.0|130585.0|148795.0|157216.0|167494.0|184028.0|171446.0|158329.0|143039.0|132515.0|132331.0|114899.0|91024.0|66980.0|45885.0|31742.0|19385.0|8440.0|
|Kahramanmaraş-46|54698.0|57023.0|54393.0|42300.0|39326.0|42975.0|45026.0|38848.0|34221.0|28608.0|24908.0|56329.0|20206.0|15186.0|11352.0|7709.0|3972.0|2629.0|701.0|51739.0|53610.0|50541.0|42887.0|40509.0|42230.0|42786.0|36561.0|33065.0|26882.0|23125.0|53551.0|19386.0|15812.0|12195.0|8882.0|5697.0|3194.0|1789.0|
|Karabük-78|6712.0|7495.0|10498.0|14339.0|8997.0|8277.0|8596.0|8428.0|8382.0|7743.0|7384.0|6905.0|6699.0|5398.0|3744.0|2517.0|1433.0|879.0|170.0|6150.0|7009.0|9763.0|13012.0|7443.0|7553.0|8353.0|8462.0|8447.0|8073.0|7835.0|6710.0|7031.0|5777.0|4451.0|3334.0|2089.0|1435.0|491.0|
|Karaman-70|9510.0|9822.0|10361.0|10176.0|9166.0|9684.0|9654.0|8533.0|8368.0|7413.0|6349.0|9595.0|5346.0|4221.0|2972.0|2200.0|1450.0|917.0|255.0|9083.0|9310.0|10727.0|10782.0|8547.0|8925.0|8864.0|8369.0|8104.0|7486.0|6515.0|9000.0|5668.0|4658.0|3689.0|2643.0|1905.0|1218.0|428.0|
|Kars-36|13516.0|13414.0|14079.0|16939.0|12629.0|10422.0|10024.0|8833.0|7964.0|6868.0|5941.0|13634.0|4904.0|3403.0|3147.0|1739.0|1078.0|774.0|202.0|12731.0|12902.0|13548.0|13507.0|11222.0|9260.0|9527.0|7684.0|7009.0|6153.0|5733.0|12908.0|4822.0|3800.0|3523.0|2267.0|1422.0|988.0|362.0|
|Kastamonu-37|10122.0|11444.0|13442.0|15924.0|13326.0|12559.0|13354.0|12120.0|11290.0|11937.0|13169.0|10656.0|12920.0|10575.0|7558.0|5572.0|2980.0|2051.0|432.0|9417.0|10819.0|12459.0|14150.0|11403.0|12113.0|12803.0|11682.0|11601.0|11870.0|13462.0|10121.0|13462.0|11473.0|9160.0|7519.0|4172.0|3184.0|1072.0|
|Kayseri-38|56391.0|60298.0|57778.0|54736.0|49251.0|53494.0|56912.0|50699.0|44805.0|39397.0|33954.0|58803.0|28153.0|20846.0|13811.0|8912.0|4734.0|3102.0|582.0|53913.0|57451.0|54456.0|54071.0|49679.0|53558.0|55392.0|48782.0|44094.0|38547.0|34345.0|55155.0|28106.0|21982.0|17605.0|11989.0|7571.0|4630.0|1696.0|
|Kilis-79|7505.0|6869.0|6479.0|7508.0|6251.0|5324.0|4712.0|4104.0|3931.0|3438.0|2952.0|6720.0|2169.0|1759.0|1279.0|880.0|529.0|336.0|96.0|7073.0|6330.0|6701.0|6845.0|5078.0|4617.0|4523.0|3901.0|3590.0|3362.0|2855.0|6292.0|2176.0|1997.0|1643.0|1173.0|788.0|500.0|256.0|
|Kırıkkale-71|8972.0|9899.0|12389.0|12727.0|10239.0|9916.0|10127.0|9276.0|9682.0|10103.0|8970.0|9141.0|7333.0|5717.0|3930.0|2518.0|1293.0|876.0|197.0|8378.0|9529.0|12274.0|13073.0|9272.0|9346.0|9636.0|9212.0|9711.0|9448.0|8795.0|8578.0|7509.0|6513.0|4889.0|3393.0|2094.0|1189.0|458.0|
|Kırklareli-39|9719.0|9696.0|11215.0|17879.0|14478.0|13629.0|14591.0|13721.0|12838.0|12646.0|12475.0|9362.0|11596.0|8452.0|5461.0|3461.0|2300.0|1302.0|360.0|9080.0|9057.0|11085.0|13093.0|11379.0|11727.0|13470.0|12856.0|12227.0|12370.0|12452.0|8789.0|11694.0|8723.0|6381.0|4639.0|3694.0|2185.0|778.0|
|Kırşehir-40|7948.0|8528.0|9572.0|10393.0|8863.0|8627.0|8818.0|7973.0|7828.0|8178.0|7348.0|8101.0|6409.0|4636.0|3068.0|1906.0|1153.0|733.0|196.0|7751.0|8191.0|9680.0|10595.0|7878.0|8000.0|8102.0|7915.0|7733.0|7880.0|7587.0|7804.0|6731.0|5190.0|4158.0|2956.0|1862.0|1119.0|458.0|
|Kocaeli-41|80826.0|74021.0|73362.0|71501.0|77189.0|83485.0|88814.0|77149.0|64593.0|54377.0|45172.0|76208.0|36201.0|25168.0|16280.0|9776.0|5514.0|2955.0|735.0|76405.0|69676.0|66874.0|70583.0|78407.0|82098.0|85511.0|71740.0|62077.0|52497.0|45161.0|71999.0|37132.0|26788.0|18831.0|12619.0|7814.0|4894.0|1959.0|
|Konya-42|91075.0|92901.0|95666.0|89518.0|79259.0|82240.0|82891.0|73394.0|67563.0|61481.0|54657.0|90416.0|44869.0|34497.0|23550.0|14880.0|9160.0|5146.0|1278.0|86254.0|88631.0|91913.0|94277.0|78018.0|80573.0|81835.0|73270.0|69321.0|62893.0|57257.0|85663.0|48323.0|39282.0|29847.0|20330.0|12875.0|7706.0|2900.0|
|Kütahya-43|16977.0|18577.0|20681.0|22376.0|20540.0|20718.0|22064.0|20685.0|19142.0|18306.0|18584.0|17598.0|15795.0|12499.0|8253.0|5937.0|3389.0|2053.0|501.0|16276.0|17591.0|20171.0|23103.0|20983.0|20584.0|21531.0|20570.0|19920.0|19081.0|19711.0|16909.0|16404.0|13793.0|10361.0|7752.0|4869.0|2828.0|829.0|
|Malatya-44|30495.0|32867.0|33832.0|32501.0|27241.0|28885.0|30571.0|28106.0|25382.0|22861.0|20424.0|31746.0|17260.0|12864.0|9022.0|6351.0|3756.0|2227.0|486.0|28742.0|31561.0|32466.0|31762.0|27733.0|29230.0|31368.0|28272.0|25675.0|22113.0|19834.0|30467.0|16673.0|14037.0|11308.0|8345.0|5564.0|3214.0|1795.0|
|Manisa-45|49523.0|50918.0|50804.0|56857.0|51671.0|54127.0|57659.0|52797.0|48824.0|46772.0|44325.0|50217.0|36835.0|27322.0|18139.0|11624.0|7160.0|3748.0|1015.0|47056.0|47972.0|46930.0|48245.0|49043.0|52122.0|55706.0|50982.0|48701.0|46277.0|44154.0|47067.0|37723.0|29769.0|22165.0|15544.0|11096.0|6403.0|2351.0|
|Mardin-47|51301.0|46429.0|45107.0|39175.0|37054.0|30760.0|27248.0|21315.0|18682.0|14642.0|10796.0|47397.0|8192.0|6214.0|4602.0|3635.0|2365.0|1568.0|518.0|48692.0|44897.0|43555.0|37351.0|36003.0|29683.0|27015.0|21881.0|18644.0|13708.0|11073.0|45192.0|8799.0|7926.0|6158.0|4642.0|3294.0|2320.0|1362.0|
|Mersin-33|72794.0|73750.0|72591.0|64880.0|63246.0|66102.0|70241.0|66293.0|62137.0|57223.0|49549.0|73582.0|40215.0|28909.0|19639.0|12293.0|7117.0|3936.0|1023.0|68558.0|70062.0|67564.0|64896.0|63867.0|66259.0|71530.0|67047.0|63166.0|57113.0|50283.0|69809.0|41208.0|31027.0|23050.0|15437.0|9840.0|5809.0|2423.0|
|Muğla-48|29470.0|30835.0|30396.0|35076.0|33258.0|36546.0|41399.0|40119.0|37493.0|34930.0|31668.0|30930.0|26530.0|20032.0|14248.0|9792.0|5938.0|3488.0|992.0|27688.0|28762.0|27698.0|30466.0|30934.0|35263.0|39423.0|37635.0|35118.0|33260.0|30503.0|28940.0|26144.0|20667.0|15304.0|11396.0|7640.0|5309.0|2197.0|
|Muş-49|25080.0|24132.0|24546.0|19211.0|18574.0|14286.0|13045.0|10058.0|8884.0|7536.0|6058.0|23825.0|4900.0|3323.0|2301.0|1361.0|719.0|444.0|148.0|24137.0|23040.0|23304.0|18534.0|17292.0|13073.0|12220.0|9419.0|7743.0|6127.0|5511.0|22855.0|5015.0|4147.0|2799.0|1963.0|1101.0|805.0|476.0|
|Nevşehir-50|10575.0|11296.0|11723.0|11644.0|9963.0|10866.0|11222.0|10362.0|9658.0|9120.0|8317.0|10828.0|6924.0|5676.0|4029.0|2555.0|1538.0|932.0|210.0|10005.0|10703.0|11546.0|12496.0|9938.0|10794.0|11056.0|9814.0|9638.0|9323.0|8597.0|10240.0|7354.0|6253.0|5258.0|3613.0|2398.0|1338.0|537.0|
|Niğde-51|14342.0|15389.0|16533.0|16204.0|12858.0|13051.0|13687.0|12286.0|11735.0|10547.0|9205.0|14735.0|7118.0|5806.0|4140.0|2752.0|1581.0|917.0|223.0|13677.0|14451.0|16009.0|16200.0|12066.0|11915.0|12849.0|11661.0|11500.0|10348.0|9384.0|14026.0|7573.0|6421.0|5248.0|3889.0|2466.0|1319.0|596.0|
|Ordu-52|23829.0|26640.0|28740.0|27078.0|25887.0|25370.0|28136.0|27034.0|26538.0|27425.0|25401.0|25325.0|22167.0|17254.0|12068.0|8313.0|5146.0|3484.0|712.0|22659.0|25014.0|27083.0|26987.0|24417.0|24350.0|27614.0|26067.0|26100.0|25934.0|24620.0|23916.0|23277.0|17914.0|14327.0|10720.0|7021.0|5085.0|2280.0|
|Osmaniye-80|23542.0|25389.0|23820.0|20170.0|18015.0|19126.0|20575.0|18038.0|17305.0|15334.0|13474.0|24935.0|10900.0|8192.0|5111.0|3041.0|1607.0|1035.0|266.0|22191.0|23855.0|22212.0|18646.0|18139.0|18723.0|20154.0|17968.0|17404.0|14643.0|12969.0|23443.0|10704.0|8462.0|6146.0|4035.0|2463.0|1600.0|783.0|
|Rize-53|10807.0|11309.0|12955.0|13627.0|12356.0|12208.0|12655.0|12605.0|13257.0|13000.0|11482.0|10774.0|9559.0|6677.0|4660.0|3121.0|1916.0|1001.0|161.0|10131.0|10685.0|12701.0|13411.0|11700.0|11537.0|11966.0|11673.0|12692.0|11924.0|10838.0|10314.0|9733.0|7094.0|6070.0|5040.0|3375.0|2421.0|1173.0|
|Sakarya-54|38277.0|37679.0|41127.0|38993.0|37232.0|37605.0|40994.0|37858.0|34025.0|30710.0|27903.0|36937.0|23778.0|17314.0|11370.0|6936.0|4050.0|2275.0|582.0|36500.0|35646.0|38627.0|39960.0|37110.0|37188.0|40403.0|36712.0|33806.0|30292.0|27979.0|34872.0|24137.0|17978.0|13116.0|9411.0|5989.0|3816.0|1513.0|
|Samsun-55|44813.0|48821.0|52483.0|50142.0|47479.0|47078.0|49564.0|46944.0|43920.0|43276.0|40688.0|46692.0|34089.0|26071.0|17601.0|11567.0|6348.0|3824.0|686.0|42511.0|46273.0|50789.0|50375.0|45604.0|46435.0|51110.0|47349.0|45593.0|44203.0|41193.0|44531.0|34795.0|27760.0|20913.0|15368.0|9433.0|6850.0|2545.0|
|Şanlıurfa-63|155281.0|123189.0|110603.0|86925.0|84339.0|71405.0|61031.0|47242.0|39712.0|33543.0|25355.0|136813.0|18346.0|13487.0|8786.0|5622.0|2965.0|1599.0|476.0|147160.0|117554.0|105034.0|88156.0|83192.0|69197.0|60360.0|46540.0|38503.0|31676.0|26978.0|130813.0|18904.0|15359.0|11343.0|8027.0|5197.0|3211.0|1886.0|
|Siirt-56|20158.0|19625.0|19577.0|20383.0|16623.0|11857.0|10104.0|7567.0|6807.0|5461.0|4234.0|18857.0|3435.0|2458.0|1675.0|1121.0|710.0|434.0|103.0|19168.0|18794.0|18611.0|16819.0|13877.0|10585.0|9772.0|7101.0|5986.0|5066.0|4034.0|18099.0|3466.0|3068.0|2286.0|1643.0|955.0|677.0|474.0|
|Sinop-57|6088.0|6537.0|7257.0|7548.0|7500.0|7238.0|7322.0|6666.0|6378.0|7043.0|7622.0|6273.0|7392.0|6627.0|4793.0|3392.0|1931.0|1333.0|356.0|5688.0|6249.0|7303.0|7683.0|6747.0|6632.0|6978.0|6272.0|6620.0|7081.0|7973.0|6030.0|7388.0|6652.0|5468.0|4364.0|2777.0|1804.0|728.0|
|Şırnak-73|34206.0|32864.0|30608.0|39140.0|32735.0|19195.0|15198.0|10521.0|8665.0|6762.0|4956.0|32324.0|3698.0|2533.0|1721.0|1281.0|744.0|326.0|108.0|32645.0|31169.0|29266.0|24119.0|23381.0|16032.0|15403.0|11054.0|8349.0|6479.0|4415.0|30502.0|3933.0|3240.0|2371.0|1555.0|1106.0|909.0|677.0|
|Sivas-58|22368.0|24054.0|26635.0|30659.0|22939.0|22668.0|22726.0|20437.0|19090.0|18369.0|17553.0|22747.0|16567.0|13519.0|9927.0|6732.0|3567.0|2549.0|469.0|21198.0|23060.0|27123.0|29332.0|22461.0|21438.0|21620.0|20006.0|19246.0|18033.0|17928.0|21439.0|16448.0|14240.0|11774.0|8311.0|4826.0|3279.0|1271.0|
|Tekirdağ-59|39457.0|37022.0|36299.0|40276.0|42923.0|45374.0|48661.0|42142.0|36713.0|31939.0|27585.0|38035.0|22543.0|16274.0|10212.0|6166.0|3825.0|2002.0|527.0|37589.0|34711.0|31919.0|34697.0|39503.0|42573.0|45033.0|38003.0|34193.0|30165.0|27329.0|35788.0|23375.0|17299.0|11831.0|8131.0|5491.0|3237.0|1085.0|
|Tokat-60|19209.0|22220.0|25087.0|27203.0|20164.0|20029.0|20847.0|20205.0|19310.0|19368.0|18503.0|20850.0|16851.0|13399.0|9749.0|6732.0|3959.0|1943.0|349.0|18087.0|21448.0|24132.0|23612.0|19468.0|19960.0|20851.0|19973.0|19575.0|19103.0|19156.0|19527.0|17707.0|14962.0|12129.0|7880.0|5047.0|2990.0|1062.0|
|Trabzon-61|26745.0|27155.0|30999.0|31411.0|28735.0|28816.0|29873.0|27942.0|26808.0|26260.0|24976.0|27159.0|21865.0|15842.0|9843.0|7205.0|4370.0|2824.0|549.0|25601.0|26197.0|30384.0|32868.0|27693.0|28210.0|29014.0|26933.0|26283.0|26019.0|25060.0|26055.0|22806.0|16130.0|12919.0|10879.0|6513.0|5842.0|3120.0|
|Tunceli-62|2598.0|1856.0|2072.0|7989.0|5961.0|4052.0|3660.0|3252.0|3014.0|2477.0|2417.0|2044.0|2276.0|1786.0|1224.0|886.0|886.0|529.0|139.0|2328.0|1720.0|1968.0|3071.0|3344.0|3005.0|2870.0|2427.0|2557.0|2388.0|2421.0|1927.0|2407.0|1967.0|1598.0|1083.0|849.0|733.0|417.0|
|Uşak-64|11761.0|12400.0|13764.0|14968.0|11993.0|13685.0|14592.0|13440.0|12738.0|11792.0|11072.0|12161.0|9445.0|7134.0|4820.0|3454.0|2095.0|1321.0|296.0|10955.0|11571.0|13626.0|15272.0|11792.0|13297.0|14250.0|13293.0|12419.0|11837.0|11379.0|11177.0|9840.0|7688.0|5999.0|4572.0|3086.0|1994.0|536.0|
|Van-65|68712.0|64264.0|64397.0|58748.0|53036.0|43281.0|38434.0|27710.0|24580.0|20338.0|15889.0|65023.0|11186.0|7585.0|5056.0|3347.0|1672.0|927.0|276.0|65748.0|61364.0|62003.0|53585.0|50123.0|39428.0|37049.0|25358.0|22298.0|17793.0|15270.0|62700.0|12484.0|9079.0|6477.0|4032.0|2330.0|1432.0|770.0|
|Yalova-77|8987.0|8953.0|9862.0|10475.0|9429.0|9555.0|9825.0|9314.0|9032.0|8137.0|7892.0|8993.0|7009.0|5395.0|3699.0|2529.0|1397.0|730.0|190.0|8565.0|8368.0|8738.0|9446.0|8885.0|9290.0|10137.0|9503.0|9071.0|8540.0|8125.0|8597.0|7277.0|5625.0|4166.0|2975.0|1878.0|1172.0|473.0|
|Yozgat-66|14354.0|16709.0|17994.0|16379.0|15042.0|14827.0|14820.0|13402.0|12948.0|12981.0|12296.0|15229.0|11053.0|9243.0|6400.0|4156.0|2150.0|1622.0|331.0|13700.0|16040.0|17662.0|16751.0|14160.0|13943.0|13792.0|13034.0|12819.0|13123.0|12306.0|14301.0|11118.0|10157.0|8200.0|5639.0|3348.0|2245.0|707.0|
|Zonguldak-67|16324.0|19984.0|21415.0|20756.0|20476.0|21786.0|24654.0|23179.0|20614.0|19491.0|20065.0|18961.0|17778.0|13718.0|8191.0|5044.0|2880.0|1659.0|328.0|15770.0|19053.0|20688.0|20814.0|18496.0|20981.0|23674.0|22502.0|21249.0|21143.0|21557.0|17877.0|19113.0|14161.0|9779.0|6910.0|4515.0|3096.0|1017.0|
2019|Adana-1|92880.0|96793.0|89973.0|81930.0|79820.0|81952.0|88602.0|81661.0|74344.0|63073.0|58703.0|97104.0|47689.0|35466.0|22956.0|12559.0|6675.0|3886.0|966.0|88628.0|92115.0|84024.0|80295.0|80592.0|82956.0|87954.0|81395.0|75371.0|62905.0|60161.0|92347.0|48575.0|38304.0|27956.0|17199.0|10966.0|6322.0|2843.0|
|Adıyaman-2|31328.0|30335.0|29195.0|25753.0|24037.0|23655.0|23084.0|19849.0|18310.0|14761.0|12776.0|31604.0|9797.0|8001.0|5689.0|3819.0|2250.0|1547.0|322.0|29814.0|29312.0|27824.0|25378.0|23281.0|22311.0|22301.0|19510.0|17985.0|13312.0|12307.0|29630.0|9984.0|9001.0|7428.0|4832.0|3150.0|1788.0|1205.0|
|Afyonkarahisar-3|26402.0|28175.0|29340.0|28906.0|24730.0|26040.0|27368.0|24348.0|22843.0|21566.0|21045.0|27759.0|17546.0|13774.0|9649.0|6206.0|3993.0|2249.0|508.0|24957.0|26656.0|28204.0|29874.0|24543.0|25791.0|26091.0|24344.0|23277.0|21163.0|22047.0|26323.0|18211.0|15168.0|11923.0|8521.0|5718.0|3183.0|1042.0|
|Ağrı-4|33236.0|30277.0|31306.0|28359.0|25536.0|19430.0|17376.0|12422.0|13029.0|8519.0|8739.0|32677.0|5941.0|4313.0|3118.0|1856.0|1049.0|557.0|147.0|31905.0|28828.0|29578.0|24639.0|22424.0|16643.0|15460.0|11076.0|11383.0|6922.0|7967.0|31157.0|5944.0|5273.0|3862.0|2486.0|1505.0|809.0|451.0|
|Aksaray-68|17014.0|18435.0|17436.0|18167.0|14971.0|15600.0|15835.0|14319.0|13021.0|10626.0|9587.0|17684.0|8060.0|6059.0|5150.0|2702.0|1665.0|877.0|182.0|16114.0|17171.0|16770.0|18329.0|14756.0|15127.0|15038.0|13942.0|13362.0|10479.0|10328.0|17228.0|8675.0|6927.0|6486.0|3835.0|2636.0|1246.0|528.0|
|Amasya-5|9844.0|11237.0|12016.0|13338.0|13609.0|12616.0|12177.0|11182.0|10851.0|10483.0|10867.0|10898.0|9346.0|7627.0|6113.0|3777.0|2534.0|1597.0|295.0|9112.0|10537.0|11638.0|11460.0|10144.0|11104.0|11809.0|11201.0|11078.0|10609.0|11573.0|10154.0|9649.0|8364.0|7358.0|5218.0|3507.0|2128.0|750.0|
|Ankara-6|195181.0|206128.0|202713.0|224866.0|221045.0|227632.0|233215.0|216980.0|198471.0|173111.0|156506.0|204358.0|121627.0|86076.0|57547.0|34534.0|18981.0|11611.0|3268.0|185689.0|193922.0|194269.0|215646.0|221046.0|231416.0|239837.0|222934.0|206136.0|176359.0|162398.0|194218.0|126590.0|95642.0|71859.0|47740.0|31599.0|19252.0|8674.0|
|Antalya-7|89637.0|94414.0|88518.0|91427.0|91679.0|99179.0|109817.0|103716.0|96275.0|80536.0|71809.0|95103.0|54150.0|39584.0|26614.0|16793.0|9309.0|5213.0|1398.0|84595.0|89047.0|81402.0|86426.0|92167.0|101026.0|108947.0|101409.0|94572.0|77548.0|71192.0|89183.0|54938.0|41263.0|30116.0|19791.0|12253.0|7560.0|3094.0|
|Ardahan-75|3287.0|3730.0|3914.0|4788.0|4102.0|3651.0|3612.0|3217.0|3398.0|2652.0|2628.0|3528.0|2461.0|1853.0|1613.0|1142.0|656.0|350.0|115.0|3244.0|3576.0|3613.0|3959.0|3548.0|2965.0|2940.0|2663.0|2877.0|2348.0|2578.0|3244.0|2237.0|1965.0|1895.0|1499.0|766.0|489.0|216.0|
|Artvin-8|4703.0|4800.0|5445.0|6838.0|6096.0|5986.0|6077.0|5566.0|6004.0|5885.0|6087.0|4753.0|5509.0|4142.0|3050.0|2283.0|1426.0|1046.0|279.0|4491.0|4622.0|5313.0|6393.0|5688.0|5411.0|5391.0|5017.0|5811.0|5451.0|5754.0|4576.0|5516.0|4434.0|3967.0|3102.0|1892.0|1403.0|668.0|
|Aydın-9|35186.0|36857.0|36737.0|40056.0|37987.0|38177.0|41508.0|39556.0|38036.0|36331.0|37111.0|36186.0|33241.0|25055.0|17853.0|11073.0|6961.0|3725.0|990.0|33382.0|34714.0|35668.0|39415.0|36456.0|37296.0|40916.0|39782.0|38231.0|36083.0|37524.0|34346.0|33919.0|26536.0|20683.0|14136.0|10247.0|6482.0|2530.0|
|Balıkesir-10|33163.0|36923.0|39204.0|44490.0|40067.0|40880.0|44775.0|45086.0|44154.0|42794.0|42705.0|35952.0|38641.0|31213.0|23089.0|15400.0|9034.0|4576.0|1328.0|31600.0|34992.0|35622.0|38764.0|36439.0|39292.0|43934.0|44242.0|44662.0|43895.0|45196.0|34082.0|40594.0|33653.0|26260.0|19145.0|12739.0|7283.0|2752.0|
|Bartın-74|5137.0|5930.0|6890.0|7155.0|6632.0|6623.0|7564.0|7380.0|6840.0|6255.0|6545.0|5773.0|6107.0|5053.0|3680.0|2190.0|1116.0|828.0|210.0|4852.0|5599.0|7207.0|7895.0|6005.0|6219.0|7268.0|7125.0|6925.0|6650.0|7128.0|5400.0|6482.0|5309.0|4241.0|2779.0|1633.0|1201.0|423.0|
|Batman-72|35209.0|35084.0|33906.0|28407.0|28465.0|22543.0|20624.0|16559.0|14412.0|10491.0|8431.0|35017.0|5914.0|4335.0|2846.0|1934.0|1181.0|684.0|219.0|34016.0|33453.0|32484.0|28314.0|27995.0|22193.0|20422.0|16334.0|13665.0|9592.0|7866.0|33776.0|5942.0|5278.0|4383.0|2780.0|1845.0|1186.0|874.0|
|Bayburt-69|2828.0|2861.0|3777.0|5896.0|3935.0|3024.0|2702.0|2496.0|2362.0|2197.0|2028.0|2845.0|1827.0|1447.0|1105.0|817.0|449.0|329.0|81.0|2744.0|2761.0|3996.0|5528.0|3116.0|2763.0|2473.0|2103.0|2487.0|1996.0|2071.0|2787.0|1861.0|1538.0|1291.0|944.0|695.0|422.0|261.0|
|Bilecik-11|6874.0|7134.0|7871.0|9097.0|8808.0|9229.0|9297.0|8243.0|7736.0|7052.0|6766.0|7127.0|5788.0|3974.0|2760.0|1982.0|1353.0|730.0|206.0|6727.0|6735.0|7170.0|8789.0|7412.0|7779.0|8117.0|7432.0|7327.0|6585.0|6693.0|6947.0|5537.0|4292.0|3487.0|2838.0|1948.0|1161.0|424.0|
|Bingöl-12|13369.0|12129.0|12191.0|13897.0|13905.0|11951.0|10600.0|8435.0|8080.0|6073.0|5515.0|12773.0|4295.0|3010.0|2283.0|1558.0|977.0|602.0|175.0|12654.0|11781.0|11860.0|13453.0|12622.0|11117.0|10069.0|8329.0|7970.0|5463.0|5392.0|12138.0|4383.0|3517.0|2925.0|1946.0|1234.0|721.0|420.0|
|Bitlis-13|20457.0|18984.0|19039.0|17148.0|17447.0|13522.0|11709.0|8691.0|8844.0|6718.0|6055.0|19245.0|4182.0|2951.0|2069.0|1464.0|711.0|450.0|137.0|19043.0|17761.0|18297.0|16466.0|15597.0|11812.0|10275.0|7744.0|8059.0|5288.0|5233.0|18103.0|4126.0|3631.0|2896.0|1824.0|1014.0|626.0|497.0|
|Bolu-14|9118.0|10006.0|11481.0|14358.0|11354.0|11106.0|12001.0|11248.0|10639.0|9283.0|9183.0|9752.0|8320.0|6780.0|4922.0|3450.0|2019.0|1341.0|416.0|8557.0|9332.0|11715.0|15031.0|10614.0|10362.0|11598.0|10938.0|10596.0|9398.0|9667.0|9267.0|8764.0|7322.0|5934.0|4584.0|2876.0|2048.0|746.0|
|Burdur-15|7286.0|8250.0|9709.0|13844.0|10388.0|8947.0|9231.0|9304.0|8918.0|8601.0|8794.0|7915.0|7624.0|6224.0|4495.0|2954.0|2145.0|1353.0|395.0|6983.0|7765.0|9407.0|11559.0|8284.0|8164.0|8667.0|8717.0|8884.0|8433.0|9120.0|7330.0|8216.0|7008.0|5763.0|4144.0|3063.0|2089.0|823.0|
|Bursa-16|111815.0|113166.0|107382.0|109024.0|114151.0|121415.0|131678.0|120339.0|110819.0|95477.0|85800.0|114483.0|70072.0|51170.0|33762.0|20747.0|11872.0|6139.0|1645.0|106090.0|106740.0|97886.0|105105.0|113287.0|120181.0|130180.0|117919.0|109833.0|92961.0|87394.0|107840.0|72222.0|55343.0|41628.0|28043.0|18114.0|10485.0|3913.0|
|Çanakkale-17|14439.0|14888.0|16677.0|23982.0|18574.0|18401.0|20714.0|20076.0|18877.0|18490.0|18285.0|15007.0|16952.0|13719.0|10042.0|6335.0|3964.0|2055.0|620.0|13541.0|14295.0|16798.0|20163.0|16360.0|17385.0|20074.0|19134.0|19021.0|18410.0|18856.0|14176.0|17351.0|14454.0|11328.0|8240.0|5794.0|3373.0|1307.0|
|Çankırı-18|5828.0|6033.0|6837.0|8412.0|7005.0|6836.0|6671.0|5987.0|5989.0|6156.0|6743.0|5925.0|6036.0|5022.0|3750.0|2715.0|1484.0|1004.0|250.0|5637.0|5668.0|6424.0|7895.0|6193.0|5862.0|5893.0|5579.0|5912.0|6081.0|6823.0|5658.0|6078.0|5529.0|4446.0|3455.0|2146.0|1360.0|467.0|
|Çorum-19|16242.0|18744.0|18739.0|19092.0|16711.0|17365.0|19003.0|18261.0|17616.0|16429.0|16861.0|18050.0|14636.0|12192.0|9957.0|6632.0|3708.0|2573.0|543.0|15387.0|17716.0|18156.0|17957.0|16673.0|16833.0|18754.0|18236.0|17836.0|15698.0|17469.0|17026.0|15535.0|13713.0|12067.0|8472.0|5302.0|3306.0|1374.0|
|Denizli-20|33858.0|36784.0|37204.0|38642.0|36041.0|37894.0|42749.0|41574.0|37075.0|33910.0|30990.0|35559.0|25095.0|19276.0|13552.0|8344.0|5343.0|3049.0|777.0|32315.0|35023.0|35393.0|37675.0|34801.0|37439.0|42344.0|40540.0|36212.0|32808.0|31564.0|33479.0|25773.0|20696.0|17043.0|11367.0|8102.0|5123.0|1795.0|
