month,monthly_retail_purchases_change,year,USD/TRY_Price,USD/TRY_Change %,USD/TRY_mov_Change%,EUR/TRY_Price,EUR/TRY_Change %,EUR/TRY_mov_Change%,EUR/USD_Price,EUR/USD_Change %,EUR/USD_mov_Change%,mw_USD,open_days_for_pharmacies,TÜFE (Yıllık % Değişim),TÜFE (Aylık % Değişim),Yıllık Değişim ÜFE,ÜFE (Aylık % Değişim),SelcukEcza_ADS,SelcukEcza_BDS,SelcukEcza_TPS,SelcukEcza_TAS,NetSales_mioTL
11,0.3181818181818182,2017,0.13195800435803828,0.2730166503428012,0.971243304,0.2126247596976798,0.3744075829383886,1.007054337,0.7196312364425159,0.7923976608187134,1.036924325,0.6225300700826801,24.0,12.98,1.49,17.3,2.02,27,78,6537,2417,2833.42
12,0.3977272727272727,2017,0.09545235871749169,0.1104309500489716,0.9357522979999999,0.18160271772048553,0.18080568720379148,0.922661871,0.7706073752711493,0.5833333333333333,0.986010565,0.6896582528222859,23.5,11.92,0.69,15.47,1.37,27,78,6537,2417,2833.42
1,0.375,2018,0.0856892209299035,0.16870714985308524,1.024609658,0.21249308719353222,0.3018957345971564,1.052426388,1.0,0.9839181286549706,1.027185237,1.0,24.0,10.35,1.02,12.14,0.99,27,79,6642,2510,3284.1
2,0.17613636363636365,2018,0.09794266632707938,0.21914789422135164,1.0207891820000001,0.20396070892476237,0.2244075829383886,0.9681224409999999,0.8768980477223431,0.2002923976608187,0.948227567,0.9732174940231535,22.0,10.26,0.73,13.71,2.68,27,79,6642,2510,3284.1
3,0.2897727272727273,2018,0.14220222429747864,0.2918707149853086,1.029362333,0.26758486292892303,0.3644549763033175,1.059510623,0.9468546637744035,0.6228070175438596,1.029438729,0.8813632180337665,24.5,10.23,0.99,14.28,1.54,27,79,6642,2510,3284.1
4,0.2897727272727273,2018,0.17234060616351143,0.2568560235063663,0.9862658470000001,0.2760382376952044,0.2563981042654028,0.956662232,0.8145336225596527,0.17836257309941522,0.96991886,0.8228638969041078,22.0,10.85,1.87,16.37,2.6,27,84,6754,2585,3262.18
5,0.29545454545454547,2018,0.30330814726773625,0.46988246816846235,1.084721005,0.3771890553814552,0.426303317535545,1.071229883,0.6046637744034706,0.0,0.98755356,0.6006391480868059,23.5,12.15,1.62,20.16,3.79,27,84,6754,2585,3262.18
6,0.1534090909090909,2018,0.3210515889860487,0.22502448579823706,0.910225334,0.3956495404629605,0.2722748815165877,0.93971993,0.6008676789587852,0.45906432748538006,1.032438017,0.5739811960666492,21.5,15.39,2.61,23.71,3.03,27,84,6754,2585,3262.18
7,0.25,2018,0.41358915584231826,0.36557296767874636,1.056613078,0.4971163721591656,0.41113744075829384,1.05783085,0.6041214750542299,0.4751461988304093,1.00110066,0.44597683720497727,24.0,15.85,0.55,25.0,1.77,27,85,6853,2584,3346.34
8,0.30113636363636365,2018,0.8731075077114637,1.0,1.241855689,0.981855528928449,1.0,1.231831328,0.5553145336225587,0.35526315789473684,0.991804098,0.0,19.5,17.9,2.3,32.13,6.6,27,85,6853,2584,3346.34
9,0.09090909090909091,2018,0.7367065681863204,0.01052889324191969,0.696256765,0.8355147078187131,0.06706161137440758,0.701832778,0.5596529284164857,0.4780701754385965,1.0084651820000001,0.10742213170682513,22.5,24.52,6.3,46.15,10.88,27,85,6853,2584,3346.34
10,0.06250000000000003,2018,0.6029940289215271,0.0,0.995357875,0.647354699391673,0.0,0.96946153,0.398590021691974,0.0935672514619883,0.9737183970000001,0.23072890563819115,24.0,25.24,2.67,45.01,0.91,27,86,6481,2531,3574.73
11,0.26704545454545453,2018,0.49808982086764575,0.028403525954946135,1.012581345,0.5376715034366522,0.08459715639810428,1.0397373109999999,0.40130151843817696,0.47368421052631576,1.026683087,0.343117570700439,24.0,21.62,-1.44,38.54,-2.53,27,86,6481,2531,3574.73
12,0.26704545454545453,2018,0.5195687240003398,0.22673849167482862,1.086760925,0.5816501198219786,0.30781990521327013,1.100845734,0.48427331887201763,0.6652046783625731,1.013094762,0.3188235560363655,23.5,20.3,-0.4,33.64,-2.22,27,86,6481,2531,3574.73
1,0.23295454545454547,2019,0.48442142796502263,0.13344760039177278,0.962448255,0.5409369815395149,0.18033175355450237,0.947680638,0.4712581344902391,0.4371345029239766,0.984607795,0.8034287135777762,24.0,20.35,1.06,32.93,0.45,27,86,6425,2522,4163.08
2,0.22727272727272727,2019,0.533265415853072,0.272771792360431,1.058269329,0.5823084823427171,0.30379146919431277,1.053463315,0.4305856832971795,0.3713450292397661,0.99549053,0.7337977308182899,22.0,19.67,0.16,29.59,0.09,27,86,6425,2522,4163.08
3,0.39204545454545453,2019,0.5950703228910209,0.29113614103819785,1.0072575959999999,0.6252863876965211,0.3045023696682464,1.000292227,0.3476138828633397,0.2704678362573099,0.993054157,0.6518910174111094,23.5,19.71,1.03,29.64,1.58,27,86,6425,2522,4163.08
4,0.23863636363636365,2019,0.7111243172878287,0.371694417238002,1.031607263,0.7461354120032653,0.41516587677725114,1.0454766770000001,0.34707158351409895,0.46637426900584794,1.013583376,0.514294372802871,23.0,19.5,1.69,30.12,2.98,27,86,6356,2469,4294.99
5,0.32954545454545453,2019,0.675071454849025,0.1385896180215475,0.911342894,0.7039738761751768,0.18412322274881515,0.909184054,0.3210412147505419,0.4049707602339181,0.99579958,0.554969759213888,24.0,18.71,0.95,28.71,2.67,27,86,6356,2469,4294.99
6,0.23295454545454547,2019,0.6620256388487987,0.17164544564152795,1.013795218,0.7183788481289337,0.2606635071090047,1.033090872,0.43004338394793873,0.7309941520467835,1.0223963040000001,0.5701291328035181,19.0,15.72,0.03,25.04,0.09,27,86,6356,2469,4294.99
7,0.25,2019,0.6038146984746867,0.10406464250734576,0.972180224,0.6135412003265477,0.09739336492890996,0.9316739390000001,0.2706073752711493,0.08918128654970764,0.9568762279999999,0.6408197168032119,24.0,16.65,1.36,21.66,-0.99,27,86,6300,2469,4449.54
8,0.3352272727272727,2019,0.6729207346407448,0.2979921645445642,1.082115086,0.6717141126589945,0.32535545023696677,1.1023948909999999,0.22451193058568286,0.3567251461988304,1.018786572,0.5574524159563297,20.5,15.01,0.86,13.45,-0.59,27,86,6300,2469,4449.54
9,0.3125,2019,0.6215015422927811,0.11459353574926544,0.9282360829999999,0.6055881810760275,0.14786729857819905,0.927681761,0.17516268980477268,0.3464912280701754,0.999294639,0.6187965654648433,23.0,9.26,0.99,2.45,0.13,27,86,6300,2469,4449.54
10,0.26136363636363635,2019,0.6396411693126184,0.21865817825661119,1.043868704,0.6618913438495773,0.3229857819905213,1.076915071,0.3118221258134488,0.8055555555555556,1.031662801,0.5967101482052479,23.5,8.55,2.0,1.7,0.17,27,85,6340,2418,4901.06
11,0.30113636363636365,2019,0.6492628123496621,0.20568070519098924,0.9947592209999999,0.6514628815210806,0.22606635071090048,0.960471634,0.23861171366594291,0.2909356725146199,0.965594761,0.5851950178489986,23.5,10.56,0.38,4.26,-0.08,27,85,6340,2418,4901.06
12,0.19318181818181818,2019,0.7063983926196339,0.2769343780607248,1.0289264409999999,0.7405788323282332,0.3672985781990521,1.059971825,0.3443600867678951,0.7266081871345029,1.0301649959999999,0.5195270151916029,24.0,11.84,0.74,7.36,0.69,27,85,6340,2418,4901.06
1,0.26704545454545453,2020,0.7158219430059144,0.20470127326150836,0.971500338,0.7318357780528268,0.22890995260663505,0.944560471,0.2803687635574832,0.3143274853801169,0.9722904590000001,0.7895074926223886,24.0,12.15,1.35,8.84,1.84,27,86,6440,2464,5516.12
2,0.45454545454545453,2020,0.7895407080397318,0.2975024485798237,1.037688942,0.7968293261001236,0.328909952606635,1.04241206,0.24403470715835152,0.3786549707602339,1.00444669,0.7002416652167813,22.5,12.37,0.35,9.26,0.48,27,86,6440,2464,5516.12
3,0.9999999999999999,2020,0.8946996066445937,0.3366797257590598,1.015333014,0.9055118110236218,0.3829383886255924,1.02198226,0.2462039045553137,0.47368421052631576,1.006539893,0.585074081667214,24.0,11.86,0.57,8.5,0.87,27,86,6440,2464,5516.12
4,0.011363636363636354,2020,1.0,0.32884427032321256,0.996979707,0.9999999999999998,0.357345971563981,0.9898113209999999,0.20607375271149575,0.3698830409356725,0.9929028390000001,0.4820275837511876,23.0,10.94,0.85,6.71,1.28,27,86,6425,2412,4714.07
